"mass","age","cores","RAM","color","power","evil"
100.4,30,19,136,"black","battery",0
NA,28,28,136,"blue","hydrogen",0
107.19,55,20,160,"red","battery",0
97.97,31,30,136,"red","propane",0
98.94,58,18,112,"black","battery",0
89.01,31,17,112,"black","battery",0
105.87,29,26,88,"black","battery",0
91.88,60,18,104,"black","battery",0
102.92,53,28,120,"black","propane",0
99.29,29,18,120,"red","battery",0
94.57,26,20,128,"blue","battery",0
108.25,63,16,152,"black","battery",1
113.72,26,25,152,"black","hydrogen",0
105.54,23,22,152,"red","battery",0
110.2,17,32,168,"blue","battery",0
NA,24,20,120,"blue","battery",0
108.1,26,22,112,"red","battery",0
113.92,66,14,104,"black","hydrogen",0
107.73,26,26,128,"red","hydrogen",0
81.19,29,14,96,NA,NA,0
108.58,27,26,152,"red","hydrogen",0
115.95,29,22,168,"black","battery",0
103.31,15,32,152,"black","battery",0
98.75,29,14,152,"red","battery",0
108.42,54,26,136,"black","hydrogen",0
84.72,30,24,128,"black","propane",0
100.85,32,12,88,"blue","battery",0
NA,54,14,128,"black","battery",0
85.07,52,20,136,"red","propane",0
115.16,52,20,168,"black","hydrogen",1
110.52,26,28,152,"red","battery",0
88.62,27,20,136,"black","propane",0
92.72,56,20,128,"black","hydrogen",0
119.68,28,26,144,"red","battery",0
103.59,54,26,112,"blue","battery",0
108.33,52,20,136,"blue","hydrogen",0
97.34,26,26,168,"black","propane",0
120.28,22,24,152,"black","hydrogen",0
90.87,27,26,NA,"red","battery",0
107.33,18,32,128,"red","propane",0
91.95,55,18,128,"red","propane",0
101.24,12,30,144,"blue","battery",0
97.63,26,20,112,"blue","battery",0
104.72,54,22,112,"blue","battery",0
105.86,22,24,160,"black","battery",0
98.34,27,24,136,"red","propane",0
105.72,56,26,120,"blue","battery",0
127.7,24,26,168,"red","hydrogen",0
103.89,28,21,136,"blue","hydrogen",0
127.3,57,28,144,"black","hydrogen",0
98.31,31,16,104,"blue","propane",0
108.5,23,23,128,"red","hydrogen",0
102.58,48,24,120,"blue","battery",0
100.78,21,26,176,"blue","propane",0
94.17,28,24,128,"black","battery",0
92.59,63,14,152,"red","battery",0
117.9,62,24,152,"black","hydrogen",0
127.07,30,30,144,"black","hydrogen",0
99.42,29,25,152,"blue","battery",0
89.66,25,22,120,"blue","propane",0
NA,25,20,120,"black","propane",0
NA,26,28,136,"blue","propane",0
109.49,26,28,152,"blue","hydrogen",0
91.77,56,20,120,"red","battery",0
100.86,30,22,144,"blue","battery",0
87.74,31,18,128,"red","propane",0
112.16,62,16,104,"black","battery",0
88.89,30,16,128,"black","battery",0
93.59,29,16,128,"blue","battery",0
95.71,54,8,128,"black","battery",0
104.71,56,26,160,"black","propane",0
105.32,20,24,152,"blue","battery",0
86.99,54,20,88,"black","battery",0
80.5,19,NA,120,"black","propane",0
114.85,25,34,136,"black","battery",0
115.79,25,28,136,"blue","hydrogen",0
97.83,30,32,136,"black","propane",0
100.39,55,20,88,"blue","propane",0
109.48,54,24,136,"black","battery",0
92.82,26,20,136,"blue","battery",0
114.5,22,22,152,"blue","hydrogen",0
NA,24,32,184,"blue","battery",0
NA,27,22,160,"blue","hydrogen",0
103.08,55,20,128,"red","propane",0
100,48,24,176,"black","battery",0
130.5,31,30,176,"black","battery",0
91.87,52,24,NA,"black","battery",0
98.4,16,14,128,"blue","battery",1
113.27,27,26,160,"red","hydrogen",0
103.48,22,28,136,"black","propane",0
98.34,27,20,104,"black","battery",0
110.26,NA,28,160,"red","propane",0
90.86,57,10,112,"black","battery",0
117.12,24,20,128,"black","hydrogen",0
89.33,20,28,128,"red","propane",0
119,56,16,136,"black","battery",1
127.66,25,34,144,"black","hydrogen",0
97.97,29,18,128,"red","battery",0
88.76,61,13,120,"red","battery",1
92.39,54,26,NA,"red","propane",0
134.12,53,28,128,"black","hydrogen",0
87.41,50,22,144,"red","battery",0
100.89,22,16,112,"red","hydrogen",0
84.56,18,18,128,"blue","battery",0
NA,53,20,152,"black","hydrogen",0
96.73,54,22,88,"black","propane",0
108.18,51,16,176,"black","battery",1
96.8,17,28,136,"black","propane",0
120.16,28,24,128,"black","battery",0
93.41,56,26,120,"red","propane",0
105.67,31,24,160,"black","propane",0
123.63,21,28,160,"blue","hydrogen",0
86.59,25,15,96,"black","battery",1
101.94,32,14,136,"blue","battery",0
124.94,60,18,144,"black","propane",0
124.13,58,20,176,"black","battery",1
NA,58,24,144,"black","battery",0
112.26,58,18,144,"red","battery",0
98.92,27,15,88,"blue","battery",0
99.5,53,14,128,"blue","battery",0
101.02,50,16,176,"red","battery",0
101.46,25,20,128,"black","battery",0
106.9,52,22,128,"blue","hydrogen",0
91.18,55,24,104,"red","propane",0
116.24,60,18,152,"red","hydrogen",0
99.26,27,22,104,"red","battery",0
NA,25,24,136,"black","battery",0
137.13,52,24,168,"red","hydrogen",0
103.11,19,16,120,"black","hydrogen",0
102.8,54,20,144,"red","propane",0
94.9,22,30,104,"blue","propane",0
96.99,33,22,128,"black","battery",0
92.62,21,26,136,"blue","battery",0
91.07,26,20,112,"black","propane",0
NA,34,16,120,"blue","battery",0
89.83,19,28,144,"red","propane",0
98,NA,18,128,"black","propane",0
96.62,27,18,120,"black","battery",0
96.26,53,18,128,"black","battery",0
89.55,28,22,112,"red","hydrogen",0
88.19,29,18,120,"blue","battery",0
97.52,25,26,112,"black","propane",0
96.08,55,20,112,"black","propane",0
100.85,63,14,120,"black","battery",0
93.84,25,20,120,"blue","battery",0
120.59,25,26,128,"blue","battery",0
103.22,53,28,152,"black","propane",0
85.68,26,16,112,"black","propane",0
113.42,24,34,144,"red","battery",0
94.4,53,14,128,"blue","battery",1
100.41,56,22,96,"black","battery",0
108.12,57,20,120,"black","battery",0
98.06,26,28,112,"red","battery",0
109.43,21,24,152,"red","battery",0
108.97,55,24,120,"black","propane",0
109.97,59,20,144,"black","propane",0
102.82,59,22,128,"black","battery",0
106.38,59,14,120,"black","hydrogen",0
112.65,33,22,144,"blue","battery",0
113.21,30,22,112,"blue","battery",0
116.23,24,30,160,"black","hydrogen",0
110.99,29,20,112,NA,NA,0
103.84,24,24,120,"blue","battery",0
117.7,53,22,144,"red","battery",0
116.14,NA,26,160,"red","hydrogen",0
93.82,29,24,152,"black","battery",0
108.78,31,20,88,"black","hydrogen",0
97.77,24,24,104,"black","battery",0
80.97,19,14,128,"black","battery",0
82.41,54,18,96,"blue","battery",0
116.05,34,28,128,"black","battery",0
122.61,24,35,168,"black","hydrogen",0
103.35,58,22,112,"red","propane",0
106.59,32,22,136,"red","propane",0
107.38,27,24,144,"blue","battery",0
121.71,26,24,152,"black","battery",0
116.7,29,27,136,"black","battery",0
89.24,27,26,104,"blue","battery",0
97.88,58,14,144,"black","battery",1
113.51,23,28,160,"black","hydrogen",0
84.94,25,22,128,"black","battery",0
109.21,32,28,136,"blue","hydrogen",0
100.25,27,26,176,"red","propane",0
109.97,25,26,128,"blue","battery",0
105.66,56,NA,120,"black","hydrogen",0
101.1,28,20,120,"red","propane",0
92.26,54,18,144,"black","battery",0
89.09,27,16,160,"blue","battery",0
120.98,55,18,160,"black","hydrogen",0
104.23,22,30,152,"red","propane",0
98.12,26,22,136,"blue","battery",0
122.79,27,24,168,"red","hydrogen",0
100.78,21,16,96,"blue","battery",0
116.6,31,26,112,"blue","hydrogen",0
81.73,57,12,128,"black","battery",0
92.42,51,22,88,"black","propane",0
105.24,21,34,104,"red","propane",0
115.31,58,32,128,"black","propane",0
110.36,54,18,160,"red","hydrogen",0
87.08,49,24,96,"blue","battery",0
121.73,29,30,112,"black","battery",0
109.34,21,24,160,"red","battery",0
100.01,54,18,104,"red","propane",0
107.09,31,26,112,"black","battery",0
113.11,26,24,144,"red","battery",0
77.63,32,12,104,"black","battery",0
90.17,27,NA,128,"red","propane",0
96.1,18,20,152,"black","battery",0
97.44,24,18,144,"black","battery",0
81.82,25,18,112,"blue","battery",0
121.02,26,26,160,"red","hydrogen",0
101.85,29,22,120,"black","hydrogen",0
87.25,60,16,112,"red","propane",0
104.53,28,18,128,"blue","hydrogen",0
NA,27,18,160,"blue","hydrogen",0
105.38,29,22,152,"red","battery",0
99.89,29,26,152,"blue","propane",0
98.16,22,22,144,"red","propane",0
102.76,50,30,128,"black","battery",0
107.32,16,28,152,"blue","battery",0
104.22,28,22,136,"red","battery",0
97.24,58,22,112,"red","propane",0
96.35,62,18,144,"black","battery",0
105.52,26,24,144,"red","battery",0
100,55,18,128,"blue","battery",0
109.69,30,18,136,"black","battery",0
113.16,52,18,168,"black","hydrogen",1
91.58,24,18,152,"red","battery",0
90.65,20,16,128,"red","propane",0
111.62,59,20,144,NA,NA,0
113.31,27,25,136,"black","hydrogen",0
110.8,19,30,160,"blue","battery",0
114.08,52,22,160,"blue","hydrogen",1
97.82,27,20,104,"black","battery",0
106.43,48,26,104,"red","propane",0
107.24,12,26,152,"red","battery",0
114.3,31,22,144,"black","hydrogen",0
95.05,57,16,112,"black","battery",0
NA,22,24,120,"black","propane",0
98.59,52,24,144,"red","propane",0
96.76,18,21,112,"blue","battery",0
95.52,NA,28,160,"blue","battery",0
91.48,29,18,120,"red","propane",0
89.42,NA,24,NA,"red","propane",0
91.35,58,14,136,"black","battery",0
113.21,33,24,128,NA,NA,0
101.33,59,26,136,"black","propane",0
104.27,55,22,144,"black","battery",0
103.76,31,NA,96,"black","battery",0
98.04,30,22,128,"blue","battery",0
90.99,21,24,144,"red","battery",0
103.39,57,24,112,"black","battery",0
109.21,55,NA,128,"blue","hydrogen",0
108.27,60,22,104,"black","battery",0
94.15,24,28,112,"black","propane",0
106.89,53,26,120,"black","propane",0
92.41,24,24,96,"blue","propane",0
92.07,53,24,104,"blue","propane",0
83.69,54,17,72,"blue","propane",0
96.51,61,28,128,"blue","battery",0
105.27,54,22,120,"black","battery",0
93.86,25,29,88,NA,NA,0
105.34,54,16,128,"black","battery",0
111.17,54,20,120,"red","hydrogen",0
109.91,56,26,152,"black","propane",0
110.37,25,22,136,"black","battery",0
108.97,53,18,136,"black","hydrogen",0
106.23,28,28,112,"black","battery",0
125.69,63,22,160,"black","hydrogen",0
121.95,57,18,120,"black","hydrogen",0
NA,22,20,112,"black","propane",0
114.31,25,22,NA,"blue","hydrogen",0
106.45,51,14,128,"black","battery",0
97.49,57,23,112,"black","hydrogen",0
105.57,57,26,112,"black","hydrogen",0
99.96,28,22,120,"blue","battery",0
105.7,56,24,144,"red","battery",0
104.9,56,18,120,"blue","battery",0
85.59,28,14,144,"black","battery",0
106.85,32,18,136,"red","battery",0
101.78,28,20,136,"red","hydrogen",0
101.07,NA,20,112,"red","hydrogen",0
105.36,28,22,120,"red","battery",0
122.84,54,16,144,"red","battery",0
99.49,58,26,112,"black","battery",0
99.63,29,26,128,"red","battery",0
89.84,55,18,136,"black","battery",0
111.73,56,20,152,"black","battery",0
113.4,29,28,136,"red","propane",0
106.9,54,18,120,"black","battery",0
95.49,31,12,112,"blue","battery",0
94.35,20,24,136,"red","propane",0
100.97,27,22,144,"black","battery",0
107.56,23,22,152,"red","battery",0
119.22,59,28,152,"black","hydrogen",0
108.02,19,28,136,"blue","hydrogen",0
99.09,22,22,136,"black","battery",0
106.32,25,24,144,"black","battery",0
119.43,29,32,176,"red","propane",0
88.56,23,18,112,"blue","battery",0
93.46,17,20,144,"blue","battery",0
95.86,55,20,136,"red","propane",0
103.85,26,30,104,"blue","battery",0
100.88,22,24,104,"blue","propane",0
115.56,29,26,128,"red","hydrogen",0
85.19,23,24,112,"blue","battery",0
117.28,51,22,136,"red","hydrogen",0
110.42,27,26,160,"black","hydrogen",0
110.74,29,26,136,"red","battery",0
114.73,53,20,168,"red","propane",0
97.94,51,24,88,"black","propane",0
123.8,27,30,160,"blue","battery",0
102.53,22,24,136,"blue","battery",0
94.29,54,22,128,"black","battery",0
116.21,15,28,168,"red","hydrogen",0
98.81,27,24,104,"blue","propane",0
112.99,27,26,176,"blue","battery",0
102.13,51,24,120,"red","hydrogen",0
112.02,20,28,128,"blue","hydrogen",0
120.54,32,24,168,"black","hydrogen",0
98.28,28,16,144,"black","hydrogen",0
108.53,53,26,136,"black","propane",0
90.98,23,28,120,"black","propane",0
118.71,21,28,NA,"black","hydrogen",0
122.75,58,18,120,"black","hydrogen",0
115.66,24,20,128,"blue","hydrogen",0
111.41,49,28,136,"red","battery",0
72.87,26,6,96,"black","battery",1
112.09,23,22,NA,"red","hydrogen",0
109.36,53,29,104,"black","propane",0
112.66,58,NA,168,"black","battery",0
100.14,25,24,120,"blue","battery",0
109.27,57,21,120,"black","battery",0
89.13,18,22,112,"black","battery",0
121.38,56,24,144,"red","hydrogen",0
100.33,22,24,168,"blue","hydrogen",0
130.08,57,26,152,"red","hydrogen",0
99.77,32,24,104,"blue","propane",0
95.38,20,NA,96,"blue","propane",0
100.83,49,22,144,"black","battery",0
104.73,57,20,160,"black","propane",0
111.13,21,32,136,"red","propane",0
117.22,54,18,144,"red","hydrogen",0
97.52,25,22,112,"black","propane",0
96.88,56,16,136,"red","battery",0
102.25,52,26,144,"red","battery",0
99.83,24,22,120,"red","battery",0
107.86,61,20,144,"black","battery",0
108.48,22,18,152,"black","battery",0
120.94,26,22,128,"red","battery",0
115.55,26,28,160,"red","propane",0
96.58,55,20,128,"red","propane",0
116.07,22,24,128,"blue","hydrogen",0
95.43,28,18,128,"black","battery",0
107.75,55,26,136,"black","hydrogen",0
102.5,19,26,144,"blue","battery",0
104.96,24,26,152,"blue","hydrogen",0
91.97,19,20,136,NA,NA,0
115.82,25,NA,128,"red","battery",0
121.13,NA,28,136,"black","hydrogen",0
86.92,31,32,152,"red","propane",0
106.57,53,18,112,"blue","hydrogen",0
123.15,57,24,144,"blue","battery",0
97.33,28,32,128,"black","propane",0
102.69,31,16,144,"black","battery",0
92.77,59,16,120,"black","propane",0
101.74,29,18,168,"red","battery",1
104.52,26,26,128,"red","propane",0
102.41,55,22,128,"black","battery",0
95.31,58,12,120,"red","battery",0
102.42,19,32,144,"red","propane",0
102.52,18,24,136,"blue","battery",0
97.93,58,20,112,"black","battery",0
112.53,26,16,144,"black","battery",0
108.3,29,36,120,"red","propane",0
101.02,29,20,152,"red","hydrogen",0
93.71,52,28,120,"black","battery",0
86.46,29,18,144,"blue","battery",0
72.24,51,18,88,"black","propane",0
95.05,54,26,112,"black","propane",0
97.57,54,18,128,"black","battery",0
118.02,29,30,160,"black","hydrogen",0
126.22,23,34,152,"black","hydrogen",0
92.46,58,26,112,"black","propane",0
109.11,58,20,152,"red","battery",0
109.17,49,28,112,"red","propane",0
99.54,51,26,152,"black","propane",0
113.2,30,28,128,"black","propane",0
112.41,24,32,136,"red","propane",0
105.94,28,14,104,"black","battery",0
108.99,52,20,112,"black","battery",0
98.42,29,20,120,"blue","hydrogen",0
NA,62,24,112,"black","propane",0
102.4,53,18,128,"black","battery",0
106.57,NA,26,152,"blue","battery",0
115.17,52,14,104,"black","hydrogen",0
101.92,23,32,144,"red","propane",0
90.65,52,NA,88,"blue","battery",0
101.59,30,32,136,"red","propane",0
93.19,26,26,104,"black","hydrogen",0
88.39,25,22,136,"blue","propane",0
104.3,24,28,120,"blue","battery",0
91.07,59,16,112,"black","propane",0
105.18,31,33,136,"red","propane",0
89.92,56,8,112,"blue","battery",0
101.86,26,22,160,"red","hydrogen",0
96.01,53,24,144,"black","propane",0
89.61,53,18,104,"red","hydrogen",0
95.77,30,24,152,"black","battery",0
101.62,25,30,128,"blue","battery",0
97.79,32,8,136,"blue","hydrogen",0
103.06,24,24,120,"black","battery",0
99.59,53,22,144,"black","battery",0
123.23,NA,28,184,"red","hydrogen",0
97.64,56,18,104,"black","battery",0
93.71,26,16,136,"red","battery",0
88.22,53,18,128,"red","propane",0
103.82,28,22,120,"black","battery",0
87.82,25,20,104,"black","battery",0
109.92,51,24,144,"black","battery",0
92.85,53,16,120,"black","battery",0
98.98,32,20,144,"black","battery",0
92.47,55,16,128,"black","battery",0
106.22,26,36,152,"red","propane",0
108.48,53,28,136,"red","propane",0
100.93,25,22,160,"red","propane",0
104.08,26,28,128,"black","hydrogen",0
109.12,29,36,120,"black","hydrogen",0
84.88,50,16,128,"black","propane",0
93.18,35,24,128,"black","propane",0
100.45,25,20,144,"black","hydrogen",0
98,29,16,144,"black","battery",0
112.89,24,18,168,"black","battery",0
116.03,27,28,136,"blue","propane",0
80.63,49,18,120,"black","battery",0
95.58,25,14,136,NA,NA,0
98.19,27,24,144,"red","hydrogen",0
128.51,52,22,136,"red","hydrogen",0
89.41,28,26,152,"black","battery",0
103.29,30,20,160,"red","hydrogen",0
NA,NA,24,144,"blue","battery",0
90.7,50,NA,152,"black","battery",1
NA,55,16,104,"black","hydrogen",0
110.33,27,26,136,"red","hydrogen",0
118.45,56,26,144,"black","hydrogen",0
109.25,52,28,144,"black","battery",0
107.94,53,20,112,"black","battery",0
93.34,19,30,72,"blue","propane",0
77.66,19,24,128,"black","battery",0
92.96,24,24,112,"red","propane",0
112.13,53,26,168,"black","battery",0
106.71,68,14,128,"black","battery",0
115.98,31,16,104,"blue","hydrogen",0
99.99,55,16,96,"red","battery",0
101.91,22,24,136,"black","battery",0
92.89,56,18,120,"black","propane",0
107.64,27,22,136,"blue","battery",0
118.06,53,20,160,"red","hydrogen",0
91.49,61,10,112,"black","battery",0
102.39,58,16,120,"black","hydrogen",0
85.48,29,20,112,"black","battery",1
113.63,27,28,144,"red","battery",0
126.18,53,32,168,"black","hydrogen",0
90.18,30,16,120,"black","battery",0
117.71,51,22,152,"black","hydrogen",0
92.49,26,18,128,"black","battery",0
92.45,48,26,136,"blue","propane",0
91.22,31,26,120,"blue","propane",0
107.67,55,16,152,"black","battery",1
102.84,54,18,120,"black","battery",0
102.97,57,24,120,"black","battery",0
97.28,29,24,96,"blue","propane",0
115.48,49,26,168,"red","propane",0
89.42,49,28,128,"black","propane",0
122.3,17,36,160,"black","battery",1
99.08,30,14,128,"red","battery",0
113.23,59,16,136,"black","battery",0
76.87,23,14,128,"red","battery",0
102.48,28,18,128,"red","hydrogen",0
118.36,30,28,160,"black","hydrogen",0
117.57,31,24,168,NA,NA,0
102.52,25,30,112,"black","propane",0
76.83,21,24,120,"blue","battery",0
98.43,52,16,96,"black","propane",0
97.79,29,20,104,"black","battery",0
100.64,26,16,128,"red","battery",0
90.02,52,26,168,"black","propane",0
123.45,29,22,120,"black","hydrogen",0
93.69,56,18,136,"red","battery",0
102.13,28,30,128,"black","battery",0
92.19,31,22,128,"red","battery",0
95.66,NA,30,128,"blue","propane",0
110.02,12,32,136,"blue","battery",0
116.15,23,30,168,"blue","propane",0
114.84,56,16,NA,"black","battery",0
101.56,32,22,120,"black","battery",0
109.27,24,26,144,"blue","hydrogen",0
